tm,coor,delay,adv
2002,100,100,100
2003,100.551082,99.86043852,100.5326958
2004,101.1283429,99.85805437,100.7335029
2005,101.3823066,98.83916081,100.2119566
2006,100.8325483,99.46478499,100.2958096
2007,101.249304,99.21624879,100.198835
2008,100.4636979,99.69375409,97.86241516
2009,98.81832543,100.3725414,100.0003811
2010,100.8164528,102.2338226,100.1046504
2011,100.4563559,99.54277446,99.6236427
2012,97.65338563,101.5486961,96.22693481
2013,97.01814454,100.6448653,96.80218565
