"tm1","DIx_trans","DIt_trans","DIz_trans"
2010-03-01,0.10769660619154,0.659697662206444,1.02288350227218
2010-04-01,0.10769660619154,0.659697662206444,1.02288350227218
2010-05-01,0.10769660619154,0,1.02288350227218
2010-06-01,0,0,1.02288350227218
2010-07-01,0.358021921088484,0,0.919080923260468
2010-08-01,0.358021921088484,0,0.919080923260468
2010-09-01,0.358021921088484,0,0.919080923260468
2010-10-01,0.571535629653768,0.635485406463935,0.829818056842531
2010-11-01,1,1,0.103802579011709
2010-12-01,1,1,0.103802579011709
2011-01-01,1,1,0.296868024441355
2011-02-01,0.767140736359988,1,0.296868024441355
2011-03-01,0.213513708565284,1,0.296868024441355
2011-04-01,0.213513708565284,1,0.296868024441355
2011-05-01,0.463839023462229,1,0.319751526713533
2011-06-01,0.213513708565284,1,0.319751526713533
2011-07-01,0,0.295183068670378,0.319751526713533
2011-08-01,0,0,0.319751526713533
2011-09-01,0,0,0.215948947701824
2011-10-01,0,0,0.0228835022721773
2011-11-01,0,0,0.726015477830822
2011-12-01,0.10769660619154,0,0.726015477830822
2012-01-01,0,0,0.726015477830822
2012-02-01,0.428464370346232,0,0.919080923260468
2012-03-01,0.678789685243176,0,0.919080923260468
2012-04-01,0.250325314896945,0,1.02288350227218
2012-05-01,0,0,1.02288350227218
2012-06-01,0,0,0.970982212766323
2012-07-01,0.10769660619154,0,0.919080923260468
2012-08-01,0.10769660619154,0,0.919080923260468
2012-09-01,0.536160976537771,0.340302337793556,0.919080923260468
2012-10-01,0.749674685103055,0.635485406463935,0.126686081283886
2012-11-01,0.749674685103055,1,0.126686081283886
2012-12-01,0.641978078911516,1,0.126686081283886
2013-01-01,0.213513708565284,0,0.126686081283886
2013-02-01,0,0,0.126686081283886
2013-03-01,0,0,0.829818056842531
2013-04-01,0.213513708565284,0.340302337793556,0.726015477830822
2013-05-01,0.213513708565284,0.340302337793556,0.726015477830822
2013-06-01,0.213513708565284,0.340302337793556,0.726015477830822
2013-07-01,0.641978078911516,1,0.126686081283886
2013-08-01,0.89230339380846,1,0.126686081283886
2013-09-01,0.89230339380846,1,0.319751526713533
2013-10-01,0.250325314896945,0.364514593536065,0.319751526713533
2013-11-01,0.250325314896945,0,0.319751526713533
2013-12-01,0.250325314896945,0,0.319751526713533
2014-01-01,0,0,0.296868024441355
2014-02-01,0.10769660619154,0,0.296868024441355
2014-03-01,0.10769660619154,0.340302337793556,0.103802579011709
2014-04-01,0.10769660619154,0.340302337793556,0.829818056842531
2014-05-01,0.10769660619154,0.340302337793556,0.806934554570354
2014-06-01,0.10769660619154,0.659697662206444,0.806934554570354
2014-07-01,0.10769660619154,0.659697662206444,0.829818056842531
2014-08-01,0.250325314896945,0,0.829818056842531
2014-09-01,0.250325314896945,0,0.829818056842531
2014-10-01,0.250325314896945,0,0.103802579011709
2014-11-01,0.250325314896945,0,0.126686081283886
2014-12-01,0.250325314896945,0,0.126686081283886
